Id,ProductId,Score,Summary,Text,Sentimiento
8310,B003VXFK44,4,Enjoyable cup of coffee,"Nice, light cup of coffee. Definitely not a bold brew but it's smooth and gentle on the stomach.....good for those mornings when you over did it the night before. Would buy again.",Positivo
8453,B003VXFK44,5,Wolfgang Puck Breakfast in Bed,This is my daughter's favorite K-cup product. Mild medium roast it is the next best thing to having Wolfgang cooking breakfast for you in your kitchen.,Positivo
8609,B003VXFK44,1,Ew.,I bought a 24 pack of this an drank almost all of them before realizing what the flavor reminded me of. It tastes like hotdog water.,Negativo
9193,B006N3IG4K,2,Very weak,I was surprised to find out how weak this coffee is.  It has a good flavor but even on half cup it is very weak.,Negativo
9205,B006N3IG4K,3,Good taste but secretly  DECAF,Taste is good but in my opinion coffee that has been decaffinated should be required to have such info clearly visible warning in big red letters before I mistakenly rely upon it to get me going in the morning.  Small print on the bottom of the box (I mean 6 point font) tells this.  Several mornings of splitting headaches could have been avoided . . . this caused me to check several other flavors online and none of them say anything one way or another about caffeine. I don't know how to avoid this for other products but this info should be clearly stated on every coffee for sale.,Neutral
9206,B006N3IG4K,3,1 down 47 to go,Too bad no one else had reviewed this before my purchase. It's not bold or dark enough to stand up to the Keurig's 3rd button and tasted a little tangy for my liking.,Neutral
9221,B006N3IG4K,4,Works for me.,"This is a good tasting K-cup from a guy who drinks coffee black and prefers a bold, full flavored taste. I would recommend.",Positivo
9227,B006N3IG4K,3,Pretty Good,"This coffee is a lot like the Green Mountain Nantucket blend.  If you like that, you'll like this.  Generally, the GM product costs less, but this was on sale.",Neutral
9238,B006N3IG4K,5,"Great, smooth-tasting coffee!","Sometimes we have a problem ordering the k-cups because they are way too strong for us--even if you order medium blend.  This coffee was great--just right!  It was a smooth blend, and was perfect for a morning cup of coffee--or anytime!  Would definitely order again!",Positivo
9247,B006N3IG4K,4,Wish I were in Hawaii,"This is good, but could be a bit stronger in the Hazelnut flavor. It is good though and I would purchase it again.",Positivo
9265,B006N3IG4K,2,Grounds for not ordering again,I love the taste of this coffee but in my last order of four boxes about every other K-cup has a tear or rip in the internal filter and thus the grounds flow through into the cup of coffee which wastes the value of the coffee as drinkable.  Wolfgang needs to correct this flaw in packaging.  I will not order again because of the waste.,Negativo
9358,B006N3IG4K,2,"Nice flavor, but very weak","The aroma is pleasant, and flavor is nice and smooth, but it is very, very weak.  I really wanted to like this one as there are very few available on subscribe and save, but I just cannot recommend it.  Even making smaller cups it is very weak.  I'm going to stick to Newman's Own Organics Extra Bold as my go to k-cup for now.",Negativo
9390,B006N3IG4K,3,"Disappointed, this is not BOLD coffee","I was so excited to try a new BOLD coffee.....needless to say, I am disappointed. I would rate this coffee as a MEDIUM. If it would have been listed as a MEDIUM, I would have given it a higher rating because this is truly a MEDIUM strength coffee in taste and flavor. I will still drink it from time to time- flavor is smooth, not bitter. Overall, I wish that I would have ordered some more Jet Fuel or Black Tiger.",Neutral
9431,B006N3IG4K,5,Great Coffee,"This is an excellent blend perfect for any time. Was really surprised by the quality, flavor and finish.",Positivo
9743,B000KFXEYE,1,Disappointed,"I read all the positive reviews and thought I'd give it try. First of all it tasted stale.  Secondly I had to use 5 spoonfuls just to get any taste and then it didn't taste like the chocolate. It tasted more like Olvatine.  For the young people out there, Ovaltine was drink in the 50's, Which I didn't like any better. We all have different tastes.  For my part I won't be ordering this again.  UPDATE: I bought the Milk chocolate at the same time and decided to try that.  It was delicious.  I can't explain the difference but I'd recommend the Milk Chocolate just stay away from the one with the marshmallows.",Negativo
9759,B000KFXEYE,3,Pretty good,"So I am a huge Chocolate Peanut Butter freak, and have been looking for a peanut butter cup cocoa for a while. I finally broke down and ordered this after a few months hemming and hawwing about it. Now I aadmit to not reading the directions the first cup and at first was like wow slightly chocolate water and added a few more spoonfuls of the mix to my cup and it improved but was not quite what i expected and this was made with water(I was at work and had little choice) The next day I deceided to try it again at home in my hot cocoa machine with milk and there was a GREAT improvement!! So as a result I'm going to try an experiment tonight and make a shake in the blender with the mix!!! I said im a peanut butter cup freak!!!",Neutral
9876,B000KJRF40,3,Much smaller than the picture leads one to believe,"Delivery of the product was quick, however the items are smaller than how they appear on line. Next time I would order the larger size.",Neutral
9901,B00448RTKS,3,Cats love it!,My cats all love this product just like they love the other flavors. I dare not run out of these treats or I might have a kitty uprising!,Neutral
9987,B000P41A28,2,Read this article first,"2.0 out of 5 stars Read this article first, August 11, 2009<br />By  Pregbaby (Florida) - See all my reviews<br />I thought I was doing the right thing by buying organic and thought Similac was a brand I could trust to be good for baby. That is, until I came across this NY Times article about the sugar they use... [...]<br /><br />From the article:<br /><br />Parents may be buying [Similac Organic] because they believe that organic is healthier, but babies may have a reason of their own for preferring Similac Organic: it is significantly sweeter than other formulas. It is the only major brand of organic formula that is sweetened with cane sugar, or sucrose, which is much sweeter than sugars used in other formulas.<br /><br />No health problems in babies have been associated with Similac Organic. But to pediatricians, there are risks in giving babies cane sugar: Sucrose can harm tooth enamel faster than other sugars; once babies get used to its sweeter taste, they might resist less sweet formulas or solid foods; and some studies suggest that they might overeat, leading to rapid weight gain in the first year, which is often a statistical predictor of childhood obesity.",Negativo
